task,solution,time_taken
Task021.json,"[('Dilation', 'SE1'), ('Dilation', 'SE4'), ('Dilation', 'SE7'), ('Dilation', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE4'), ('Erosion', 'SE7'), ('Erosion', 'SE1')]",0.07072091102600098
Task022.json,"[('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE7'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE7')]",0.10818004608154297
Task023.json,"[('Dilation', 'SE2'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Dilation', 'SE7'), ('Erosion', 'SE2'), ('Erosion', 'SE7'), ('Erosion', 'SE8'), ('Erosion', 'SE7')]",0.14769697189331055
Task024.json,"[('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE4')]",0.10016632080078125
Task025.json,"[('Dilation', 'SE1'), ('Dilation', 'SE5'), ('Dilation', 'SE6'), ('Dilation', 'SE4'), ('Erosion', 'SE1'), ('Erosion', 'SE5'), ('Erosion', 'SE6'), ('Erosion', 'SE4')]",0.08624386787414551
Task026.json,"[('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE7'), ('Dilation', 'SE7'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE7'), ('Erosion', 'SE7')]",0.12906908988952637
Task027.json,"[('Dilation', 'SE8'), ('Dilation', 'SE8'), ('Dilation', 'SE1'), ('Dilation', 'SE6'), ('Erosion', 'SE8'), ('Erosion', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE6')]",0.46155333518981934
Task028.json,"[('Dilation', 'SE1'), ('Dilation', 'SE1'), ('Dilation', 'SE4'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE4'), ('Erosion', 'SE6')]",0.049968719482421875
Task029.json,"[('Dilation', 'SE5'), ('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Erosion', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE7'), ('Erosion', 'SE8')]",0.25293898582458496
Task030.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE8')]",0.05075192451477051
Task031.json,"[('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Dilation', 'SE6'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE4'), ('Erosion', 'SE6')]",0.10926508903503418
Task032.json,"[('Dilation', 'SE2'), ('Dilation', 'SE8'), ('Dilation', 'SE2'), ('Dilation', 'SE8'), ('Erosion', 'SE2'), ('Erosion', 'SE8'), ('Erosion', 'SE2'), ('Erosion', 'SE8')]",0.13808012008666992
Task033.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE8'), ('Dilation', 'SE4'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE8'), ('Erosion', 'SE4')]",0.06042289733886719
Task034.json,"[('Dilation', 'SE6'), ('Dilation', 'SE4'), ('Dilation', 'SE6'), ('Dilation', 'SE6'), ('Erosion', 'SE6'), ('Erosion', 'SE4'), ('Erosion', 'SE6'), ('Erosion', 'SE6')]",0.3181462287902832
Task035.json,"[('Dilation', 'SE5'), ('Dilation', 'SE1'), ('Dilation', 'SE8'), ('Dilation', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE8'), ('Erosion', 'SE2')]",0.259066104888916
Task036.json,"[('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE6'), ('Dilation', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE6'), ('Erosion', 'SE2')]",0.13559198379516602
Task037.json,"[('Dilation', 'SE1'), ('Dilation', 'SE6'), ('Dilation', 'SE8'), ('Dilation', 'SE7'), ('Erosion', 'SE1'), ('Erosion', 'SE6'), ('Erosion', 'SE8'), ('Erosion', 'SE7')]",0.08778095245361328
Task038.json,"[('Dilation', 'SE1'), ('Dilation', 'SE5'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE5'), ('Erosion', 'SE7'), ('Erosion', 'SE8')]",0.06859421730041504
Task039.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE6'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE6'), ('Erosion', 'SE6')]",0.05800986289978027
Task040.json,"[('Dilation', 'SE4'), ('Dilation', 'SE6'), ('Dilation', 'SE5'), ('Dilation', 'SE6'), ('Erosion', 'SE4'), ('Erosion', 'SE6'), ('Erosion', 'SE5'), ('Erosion', 'SE6')]",0.23997902870178223
Task041.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE6'), ('Dilation', 'SE2'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE6'), ('Erosion', 'SE2')]",0.05759716033935547
Task042.json,"[('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE7'), ('Erosion', 'SE8'), ('Erosion', 'SE8')]",0.08995604515075684
Task043.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE8'), ('Dilation', 'SE2'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE8'), ('Erosion', 'SE2')]",0.058579206466674805
Task044.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE6'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE6'), ('Erosion', 'SE8')]",0.05785703659057617
Task045.json,"[('Dilation', 'SE5'), ('Dilation', 'SE2'), ('Dilation', 'SE8'), ('Dilation', 'SE8'), ('Erosion', 'SE5'), ('Erosion', 'SE2'), ('Erosion', 'SE8'), ('Erosion', 'SE8')]",0.3179969787597656
Task046.json,"[('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Dilation', 'SE7'), ('Erosion', 'SE1'), ('Erosion', 'SE7'), ('Erosion', 'SE8'), ('Erosion', 'SE7')]",0.0885629653930664
Task047.json,"[('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE7'), ('Erosion', 'SE8'), ('Erosion', 'SE6')]",0.08690214157104492
Task048.json,"[('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Dilation', 'SE7'), ('Dilation', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE7'), ('Erosion', 'SE7'), ('Erosion', 'SE5')]",0.09539198875427246
Task049.json,"[('Dilation', 'SE6'), ('Dilation', 'SE2'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Erosion', 'SE6'), ('Erosion', 'SE2'), ('Erosion', 'SE7'), ('Erosion', 'SE8')]",0.30953121185302734
Task050.json,"[('Dilation', 'SE1'), ('Dilation', 'SE1'), ('Dilation', 'SE8'), ('Dilation', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE8'), ('Erosion', 'SE5')]",0.05473208427429199
Task051.json,"[('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Dilation', 'SE2'), ('Erosion', 'SE1'), ('Erosion', 'SE7'), ('Erosion', 'SE8'), ('Erosion', 'SE2')]",0.08817505836486816
Task052.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE2'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE2')]",0.0637660026550293
Task053.json,"[('Dilation', 'SE1'), ('Dilation', 'SE5'), ('Dilation', 'SE8'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE5'), ('Erosion', 'SE8'), ('Erosion', 'SE6')]",0.07621622085571289
Task054.json,"[('Dilation', 'SE4'), ('Dilation', 'SE6'), ('Dilation', 'SE6'), ('Dilation', 'SE8'), ('Erosion', 'SE4'), ('Erosion', 'SE6'), ('Erosion', 'SE6'), ('Erosion', 'SE8')]",0.23958420753479004
Task055.json,"[('Dilation', 'SE1'), ('Dilation', 'SE1'), ('Dilation', 'SE6'), ('Dilation', 'SE2'), ('Erosion', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE6'), ('Erosion', 'SE2')]",0.04205584526062012
Task056.json,"[('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Dilation', 'SE7'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE4'), ('Erosion', 'SE7')]",0.11803007125854492
Task057.json,"[('Dilation', 'SE1'), ('Dilation', 'SE8'), ('Dilation', 'SE8'), ('Dilation', 'SE7'), ('Erosion', 'SE1'), ('Erosion', 'SE8'), ('Erosion', 'SE8'), ('Erosion', 'SE7')]",0.08685803413391113
Task058.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE7'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE7'), ('Erosion', 'SE6')]",0.05838203430175781
Task059.json,"[('Dilation', 'SE1'), ('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE7'), ('Erosion', 'SE6')]",0.05191326141357422
Task060.json,"[('Dilation', 'SE1'), ('Dilation', 'SE5'), ('Dilation', 'SE6'), ('Dilation', 'SE4'), ('Erosion', 'SE1'), ('Erosion', 'SE5'), ('Erosion', 'SE6'), ('Erosion', 'SE4')]",0.07507824897766113
Task061.json,"[('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Dilation', 'SE8'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE4'), ('Erosion', 'SE8')]",0.10967779159545898
Task062.json,"[('Dilation', 'SE5'), ('Dilation', 'SE1'), ('Dilation', 'SE8'), ('Dilation', 'SE6'), ('Erosion', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE8'), ('Erosion', 'SE6')]",0.2523801326751709
Task063.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE8')]",0.04801511764526367
Task064.json,"[('Dilation', 'SE5'), ('Dilation', 'SE1'), ('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Erosion', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE7')]",0.24802589416503906
Task065.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE8'), ('Dilation', 'SE7'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE8'), ('Erosion', 'SE7')]",0.058511972427368164
Task066.json,"[('Dilation', 'SE7'), ('Dilation', 'SE1'), ('Dilation', 'SE6'), ('Dilation', 'SE8'), ('Erosion', 'SE7'), ('Erosion', 'SE1'), ('Erosion', 'SE6'), ('Erosion', 'SE8')]",0.47803807258605957
Task067.json,"[('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE6'), ('Dilation', 'SE7'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE6'), ('Erosion', 'SE7')]",0.12536907196044922
Task068.json,"[('Dilation', 'SE2'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Dilation', 'SE8'), ('Erosion', 'SE2'), ('Erosion', 'SE7'), ('Erosion', 'SE8'), ('Erosion', 'SE8')]",0.14167499542236328
Task069.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE4')]",0.05567312240600586
Task070.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Dilation', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE4'), ('Erosion', 'SE5')]",0.054044246673583984
Task071.json,"[('Dilation', 'SE1'), ('Dilation', 'SE8'), ('Dilation', 'SE1'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE8')]",0.08265399932861328
Task072.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE7'), ('Dilation', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE7'), ('Erosion', 'SE5')]",0.06315898895263672
Task073.json,"[('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE6'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE6')]",0.10891008377075195
Task074.json,"[('Dilation', 'SE2'), ('Dilation', 'SE6'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Erosion', 'SE2'), ('Erosion', 'SE6'), ('Erosion', 'SE7'), ('Erosion', 'SE8')]",0.1445469856262207
Task075.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE7'), ('Dilation', 'SE2'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE7'), ('Erosion', 'SE2')]",0.05616903305053711
Task076.json,"[('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Dilation', 'SE4'), ('Dilation', 'SE7'), ('Erosion', 'SE1'), ('Erosion', 'SE7'), ('Erosion', 'SE4'), ('Erosion', 'SE7')]",0.0899660587310791
Task077.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE8')]",0.06054806709289551
Task078.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE5')]",0.053054094314575195
Task079.json,"[('Dilation', 'SE1'), ('Dilation', 'SE4'), ('Dilation', 'SE5'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE4'), ('Erosion', 'SE5'), ('Erosion', 'SE6')]",0.07221817970275879
Task080.json,"[('Dilation', 'SE5'), ('Dilation', 'SE2'), ('Dilation', 'SE2'), ('Dilation', 'SE7'), ('Erosion', 'SE5'), ('Erosion', 'SE2'), ('Erosion', 'SE2'), ('Erosion', 'SE7')]",0.24589300155639648
Task081.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE5'), ('Dilation', 'SE4'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE5'), ('Erosion', 'SE4')]",0.050820112228393555
Task082.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE7'), ('Dilation', 'SE2'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE7'), ('Erosion', 'SE2')]",0.0543818473815918
Task083.json,"[('Dilation', 'SE5'), ('Dilation', 'SE2'), ('Dilation', 'SE8'), ('Dilation', 'SE8'), ('Erosion', 'SE5'), ('Erosion', 'SE2'), ('Erosion', 'SE8'), ('Erosion', 'SE8')]",0.28916025161743164
Task084.json,"[('Dilation', 'SE1'), ('Dilation', 'SE5'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE5'), ('Erosion', 'SE7'), ('Erosion', 'SE8')]",0.07575702667236328
Task085.json,"[('Dilation', 'SE2'), ('Dilation', 'SE6'), ('Dilation', 'SE7'), ('Dilation', 'SE6'), ('Erosion', 'SE2'), ('Erosion', 'SE6'), ('Erosion', 'SE7'), ('Erosion', 'SE6')]",0.1392829418182373
Task086.json,"[('Dilation', 'SE1'), ('Dilation', 'SE1'), ('Dilation', 'SE5'), ('Dilation', 'SE7'), ('Erosion', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE5'), ('Erosion', 'SE7')]",0.04419207572937012
Task087.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE4'), ('Erosion', 'SE6')]",0.048677921295166016
Task088.json,"[('Dilation', 'SE1'), ('Dilation', 'SE5'), ('Dilation', 'SE8'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE5'), ('Erosion', 'SE8'), ('Erosion', 'SE6')]",0.0811452865600586
Task089.json,"[('Dilation', 'SE1'), ('Dilation', 'SE7'), ('Dilation', 'SE7'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE7'), ('Erosion', 'SE7'), ('Erosion', 'SE6')]",0.08506274223327637
Task090.json,"[('Dilation', 'SE1'), ('Dilation', 'SE1'), ('Dilation', 'SE1'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE8')]",0.047328948974609375
Task091.json,"[('Dilation', 'SE6'), ('Dilation', 'SE1'), ('Dilation', 'SE1'), ('Dilation', 'SE8'), ('Erosion', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE8')]",0.29183197021484375
Task092.json,"[('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Dilation', 'SE6'), ('Dilation', 'SE5'), ('Erosion', 'SE2'), ('Erosion', 'SE4'), ('Erosion', 'SE6'), ('Erosion', 'SE5')]",0.12588810920715332
Task093.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE6'), ('Dilation', 'SE8'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE6'), ('Erosion', 'SE8')]",0.05855894088745117
Task094.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Dilation', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE4'), ('Erosion', 'SE5')]",0.058235883712768555
Task095.json,"[('Dilation', 'SE1'), ('Dilation', 'SE2'), ('Dilation', 'SE6'), ('Dilation', 'SE5'), ('Erosion', 'SE1'), ('Erosion', 'SE2'), ('Erosion', 'SE6'), ('Erosion', 'SE5')]",0.06807184219360352
Task096.json,"[('Dilation', 'SE1'), ('Dilation', 'SE6'), ('Dilation', 'SE7'), ('Dilation', 'SE6'), ('Erosion', 'SE1'), ('Erosion', 'SE6'), ('Erosion', 'SE7'), ('Erosion', 'SE6')]",0.08874177932739258
Task097.json,"[('Dilation', 'SE2'), ('Dilation', 'SE4'), ('Dilation', 'SE7'), ('Dilation', 'SE7'), ('Erosion', 'SE2'), ('Erosion', 'SE4'), ('Erosion', 'SE7'), ('Erosion', 'SE7')]",0.14130783081054688
Task098.json,"[('Dilation', 'SE6'), ('Dilation', 'SE8'), ('Dilation', 'SE7'), ('Dilation', 'SE8'), ('Erosion', 'SE6'), ('Erosion', 'SE8'), ('Erosion', 'SE7'), ('Erosion', 'SE8')]",0.380277156829834
Task099.json,"[('Dilation', 'SE1'), ('Dilation', 'SE4'), ('Dilation', 'SE8'), ('Dilation', 'SE1'), ('Erosion', 'SE1'), ('Erosion', 'SE4'), ('Erosion', 'SE8'), ('Erosion', 'SE1')]",0.07410168647766113
