task,solution,time_taken
Task020.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 3, ""Dilation"", ""SE7""], [1, 3, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",2.83
Task021.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 4, ""Dilation"", ""SE3""], [1, 4, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",2.47
Task022.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 4, ""Dilation"", ""SE3""], [1, 4, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",10.34
Task026.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE8""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",5.83
Task030.json,"[[None, 1, ""Hit-Or-Miss"", ""SE6""], [1, 4, ""Dilation"", ""SE6""], [1, 4, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",7.47
Task033.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 2, ""Dilation"", ""SE2""], [1, 2, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",25.96
Task034.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 4, ""Dilation"", ""SE1""], [1, 4, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE6""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",2.19
Task035.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 2, ""Dilation"", ""SE2""], [1, 2, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE6""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",13.02
Task037.json,"[[None, 1, ""Hit-Or-Miss"", ""SE5""], [1, 3, ""Dilation"", ""SE5""], [1, 3, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",11.08
Task038.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",28.51
Task039.json,"[[None, 1, ""Hit-Or-Miss"", ""SE5""], [1, 2, ""Dilation"", ""SE5""], [1, 2, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",16.78
Task041.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE6""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",9.39
Task045.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 2, ""Dilation"", ""SE4""], [1, 2, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE8""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",26.47
Task046.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 4, ""Dilation"", ""SE5""], [1, 4, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE7""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",1.29
Task047.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 2, ""Dilation"", ""SE2""], [1, 2, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",56.41
Task048.json,"[[None, 1, ""Hit-Or-Miss"", ""SE5""], [1, 2, ""Dilation"", ""SE1""], [1, 2, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",9.63
Task050.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 3, ""Dilation"", ""SE3""], [1, 3, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",3.94
Task052.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 3, ""Dilation"", ""SE1""], [1, 3, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",2.23
Task053.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 4, ""Dilation"", ""SE7""], [1, 4, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",3.74
Task058.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 4, ""Dilation"", ""SE2""], [1, 4, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE7""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",5.22
Task061.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 4, ""Dilation"", ""SE1""], [1, 4, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",9.77
Task063.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 2, ""Dilation"", ""SE2""], [1, 2, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE7""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",8.37
Task065.json,"[[None, 1, ""Hit-Or-Miss"", ""SE6""], [1, 2, ""Dilation"", ""SE8""], [1, 2, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE7""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",26.99
Task066.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 4, ""Dilation"", ""SE7""], [1, 4, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",1.76
Task069.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 4, ""Dilation"", ""SE5""], [1, 4, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE7""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",15.44
Task073.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 2, ""Dilation"", ""SE3""], [1, 2, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE6""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",6.04
Task078.json,"[[None, 1, ""Hit-Or-Miss"", ""SE6""], [1, 4, ""Dilation"", ""SE7""], [1, 4, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [0, 1, 2], [1, 1, 2]]]]",13.87
Task081.json,"[[None, 1, ""Hit-Or-Miss"", ""SE3""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",4.09
Task082.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 4, ""Dilation"", ""SE8""], [1, 4, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 1, 2], [1, 0, 1]]]]",13.4
Task084.json,"[[None, 1, ""Hit-Or-Miss"", ""SE2""], [1, 4, ""Dilation"", ""SE3""], [1, 4, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",3.5
Task085.json,"[[None, 1, ""Hit-Or-Miss"", ""SE3""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",7.89
Task090.json,"[[None, 1, ""Hit-Or-Miss"", ""SE4""], [1, 4, ""Dilation"", ""SE8""], [1, 4, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE3""], [2, 1, ""Erosion"", ""SE4""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",8.01
Task091.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 4, ""Dilation"", ""SE1""], [1, 4, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE8""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",3.03
Task092.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 2, ""Dilation"", ""SE1""], [1, 2, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE7""], [2, 1, ""Erosion"", ""SE8""], [2, 1, ""Erosion"", ""SE8""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",16.33
Task093.json,"[[None, 1, ""Hit-Or-Miss"", ""SE1""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE6""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2], [0, 1, 2]]]]",2.26
Task095.json,"[[None, 1, ""Hit-Or-Miss"", ""SE3""], [1, 4, ""Dilation"", ""SE3""], [1, 4, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [0, 1, 2], [1, 0, 1], [1, 1, 2]]]]",4.8
Task096.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 3, ""Dilation"", ""SE4""], [1, 3, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",18.4
Task097.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 3, ""Dilation"", ""SE1""], [1, 3, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",13.37
Task004.json,"[[None, 1, ""Hit-Or-Miss"", ""SE8""], [1, 2, ""Dilation"", ""SE1""], [1, 2, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE5""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",17.79
Task005.json,"[[None, 1, ""Hit-Or-Miss"", ""SE7""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE3""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE4""], [2, 1, ""Erosion"", ""SE5""], [2, 1, ""Erosion"", ""SE3""], [None, 1, ""change_color"", [[0, 0, 0], [1, 0, 1], [1, 1, 2]]]]",23.01
