Task,Valid_Sequences,Time_Taken
Task060.json,"[('SE1', 'SE5', 'SE6', 'SE4'), ('SE1', 'SE6', 'SE5', 'SE4'), ('SE4', 'SE5', 'SE6', 'SE1'), ('SE4', 'SE5', 'SE6', 'SE4'), ('SE4', 'SE6', 'SE5', 'SE1'), ('SE4', 'SE6', 'SE5', 'SE4')]",0.7057831287384033
Task078.json,"[('SE1', 'SE2', 'SE5', 'SE5'), ('SE1', 'SE3', 'SE5', 'SE5'), ('SE2', 'SE1', 'SE5', 'SE5'), ('SE3', 'SE1', 'SE5', 'SE5'), ('SE5', 'SE5', 'SE1', 'SE2'), ('SE5', 'SE5', 'SE1', 'SE3'), ('SE5', 'SE5', 'SE2', 'SE1'), ('SE5', 'SE5', 'SE3', 'SE1')]",0.7420680522918701
Task090.json,"[('SE1', 'SE1', 'SE1', 'SE8'), ('SE1', 'SE1', 'SE2', 'SE8'), ('SE1', 'SE1', 'SE3', 'SE8'), ('SE1', 'SE1', 'SE8', 'SE1'), ('SE1', 'SE1', 'SE8', 'SE2'), ('SE1', 'SE1', 'SE8', 'SE3'), ('SE1', 'SE1', 'SE8', 'SE8'), ('SE1', 'SE2', 'SE1', 'SE8'), ('SE1', 'SE2', 'SE8', 'SE1'), ('SE1', 'SE2', 'SE8', 'SE8'), ('SE1', 'SE3', 'SE1', 'SE8'), ('SE1', 'SE3', 'SE8', 'SE1'), ('SE1', 'SE3', 'SE8', 'SE8'), ('SE1', 'SE8', 'SE1', 'SE1'), ('SE1', 'SE8', 'SE1', 'SE2'), ('SE1', 'SE8', 'SE1', 'SE3'), ('SE1', 'SE8', 'SE1', 'SE8'), ('SE1', 'SE8', 'SE2', 'SE1'), ('SE1', 'SE8', 'SE2', 'SE8'), ('SE1', 'SE8', 'SE3', 'SE1'), ('SE1', 'SE8', 'SE3', 'SE8'), ('SE1', 'SE8', 'SE8', 'SE1'), ('SE1', 'SE8', 'SE8', 'SE2'), ('SE1', 'SE8', 'SE8', 'SE3'), ('SE1', 'SE8', 'SE8', 'SE8'), ('SE2', 'SE1', 'SE1', 'SE8'), ('SE2', 'SE1', 'SE8', 'SE1'), ('SE2', 'SE1', 'SE8', 'SE8'), ('SE2', 'SE8', 'SE1', 'SE1'), ('SE2', 'SE8', 'SE1', 'SE8'), ('SE2', 'SE8', 'SE8', 'SE1'), ('SE2', 'SE8', 'SE8', 'SE8'), ('SE3', 'SE1', 'SE1', 'SE8'), ('SE3', 'SE1', 'SE8', 'SE1'), ('SE3', 'SE1', 'SE8', 'SE8'), ('SE3', 'SE8', 'SE1', 'SE1'), ('SE3', 'SE8', 'SE1', 'SE8'), ('SE3', 'SE8', 'SE8', 'SE1'), ('SE3', 'SE8', 'SE8', 'SE8'), ('SE8', 'SE1', 'SE1', 'SE1'), ('SE8', 'SE1', 'SE1', 'SE2'), ('SE8', 'SE1', 'SE1', 'SE3'), ('SE8', 'SE1', 'SE1', 'SE8'), ('SE8', 'SE1', 'SE2', 'SE1'), ('SE8', 'SE1', 'SE2', 'SE8'), ('SE8', 'SE1', 'SE3', 'SE1'), ('SE8', 'SE1', 'SE3', 'SE8'), ('SE8', 'SE1', 'SE8', 'SE1'), ('SE8', 'SE1', 'SE8', 'SE2'), ('SE8', 'SE1', 'SE8', 'SE3'), ('SE8', 'SE1', 'SE8', 'SE8'), ('SE8', 'SE2', 'SE1', 'SE1'), ('SE8', 'SE2', 'SE1', 'SE8'), ('SE8', 'SE2', 'SE8', 'SE1'), ('SE8', 'SE2', 'SE8', 'SE8'), ('SE8', 'SE3', 'SE1', 'SE1'), ('SE8', 'SE3', 'SE1', 'SE8'), ('SE8', 'SE3', 'SE8', 'SE1'), ('SE8', 'SE3', 'SE8', 'SE8'), ('SE8', 'SE8', 'SE1', 'SE1'), ('SE8', 'SE8', 'SE1', 'SE2'), ('SE8', 'SE8', 'SE1', 'SE3'), ('SE8', 'SE8', 'SE1', 'SE8'), ('SE8', 'SE8', 'SE2', 'SE1'), ('SE8', 'SE8', 'SE2', 'SE8'), ('SE8', 'SE8', 'SE3', 'SE1'), ('SE8', 'SE8', 'SE3', 'SE8')]",0.825596809387207
Task095.json,"[('SE1', 'SE2', 'SE6', 'SE5'), ('SE1', 'SE3', 'SE6', 'SE5'), ('SE1', 'SE6', 'SE2', 'SE5'), ('SE1', 'SE6', 'SE3', 'SE5'), ('SE2', 'SE1', 'SE6', 'SE5'), ('SE2', 'SE6', 'SE1', 'SE5'), ('SE3', 'SE1', 'SE6', 'SE5'), ('SE3', 'SE6', 'SE1', 'SE5'), ('SE5', 'SE1', 'SE6', 'SE2'), ('SE5', 'SE1', 'SE6', 'SE3'), ('SE5', 'SE2', 'SE6', 'SE1'), ('SE5', 'SE3', 'SE6', 'SE1'), ('SE5', 'SE6', 'SE1', 'SE2'), ('SE5', 'SE6', 'SE1', 'SE3'), ('SE5', 'SE6', 'SE2', 'SE1'), ('SE5', 'SE6', 'SE3', 'SE1')]",0.8484070301055908
Task028.json,"[('SE1', 'SE1', 'SE4', 'SE6'), ('SE1', 'SE4', 'SE1', 'SE6'), ('SE1', 'SE4', 'SE4', 'SE6'), ('SE4', 'SE1', 'SE1', 'SE6'), ('SE4', 'SE1', 'SE4', 'SE6'), ('SE4', 'SE4', 'SE1', 'SE6'), ('SE4', 'SE4', 'SE4', 'SE6'), ('SE6', 'SE1', 'SE1', 'SE4'), ('SE6', 'SE1', 'SE4', 'SE1'), ('SE6', 'SE1', 'SE4', 'SE4'), ('SE6', 'SE4', 'SE1', 'SE1'), ('SE6', 'SE4', 'SE1', 'SE4'), ('SE6', 'SE4', 'SE4', 'SE1'), ('SE6', 'SE4', 'SE4', 'SE4')]",0.7136738300323486
Task001.json,"[('SE2', 'SE7', 'SE7', 'SE5'), ('SE3', 'SE7', 'SE7', 'SE5'), ('SE5', 'SE7', 'SE2', 'SE7'), ('SE5', 'SE7', 'SE3', 'SE7'), ('SE5', 'SE7', 'SE7', 'SE2'), ('SE5', 'SE7', 'SE7', 'SE3'), ('SE7', 'SE2', 'SE7', 'SE5'), ('SE7', 'SE3', 'SE7', 'SE5')]",0.7541379928588867
Task074.json,"[('SE2', 'SE6', 'SE7', 'SE8'), ('SE2', 'SE7', 'SE6', 'SE8'), ('SE3', 'SE6', 'SE7', 'SE8'), ('SE3', 'SE7', 'SE6', 'SE8'), ('SE8', 'SE6', 'SE7', 'SE2'), ('SE8', 'SE6', 'SE7', 'SE3')]",0.6889925003051758
Task056.json,"[('SE2', 'SE2', 'SE4', 'SE7'), ('SE2', 'SE3', 'SE4', 'SE7'), ('SE2', 'SE4', 'SE2', 'SE7'), ('SE2', 'SE4', 'SE3', 'SE7'), ('SE3', 'SE2', 'SE4', 'SE7'), ('SE3', 'SE3', 'SE4', 'SE7'), ('SE3', 'SE4', 'SE2', 'SE7'), ('SE3', 'SE4', 'SE3', 'SE7'), ('SE4', 'SE2', 'SE2', 'SE7'), ('SE4', 'SE2', 'SE3', 'SE7'), ('SE4', 'SE3', 'SE2', 'SE7'), ('SE4', 'SE3', 'SE3', 'SE7'), ('SE7', 'SE2', 'SE2', 'SE4'), ('SE7', 'SE2', 'SE3', 'SE4'), ('SE7', 'SE2', 'SE4', 'SE2'), ('SE7', 'SE2', 'SE4', 'SE3'), ('SE7', 'SE3', 'SE2', 'SE4'), ('SE7', 'SE3', 'SE3', 'SE4'), ('SE7', 'SE3', 'SE4', 'SE2'), ('SE7', 'SE3', 'SE4', 'SE3'), ('SE7', 'SE4', 'SE2', 'SE2'), ('SE7', 'SE4', 'SE2', 'SE3'), ('SE7', 'SE4', 'SE3', 'SE2'), ('SE7', 'SE4', 'SE3', 'SE3')]",0.7838594913482666
Task031.json,"[('SE2', 'SE2', 'SE4', 'SE6'), ('SE2', 'SE3', 'SE4', 'SE6'), ('SE2', 'SE4', 'SE2', 'SE6'), ('SE2', 'SE4', 'SE3', 'SE6'), ('SE3', 'SE2', 'SE4', 'SE6'), ('SE3', 'SE3', 'SE4', 'SE6'), ('SE3', 'SE4', 'SE2', 'SE6'), ('SE3', 'SE4', 'SE3', 'SE6'), ('SE4', 'SE2', 'SE2', 'SE6'), ('SE4', 'SE2', 'SE3', 'SE6'), ('SE4', 'SE3', 'SE2', 'SE6'), ('SE4', 'SE3', 'SE3', 'SE6'), ('SE6', 'SE2', 'SE2', 'SE4'), ('SE6', 'SE2', 'SE3', 'SE4'), ('SE6', 'SE2', 'SE4', 'SE2'), ('SE6', 'SE2', 'SE4', 'SE3'), ('SE6', 'SE3', 'SE2', 'SE4'), ('SE6', 'SE3', 'SE3', 'SE4'), ('SE6', 'SE3', 'SE4', 'SE2'), ('SE6', 'SE3', 'SE4', 'SE3'), ('SE6', 'SE4', 'SE2', 'SE2'), ('SE6', 'SE4', 'SE2', 'SE3'), ('SE6', 'SE4', 'SE3', 'SE2'), ('SE6', 'SE4', 'SE3', 'SE3')]",0.6980514526367188
Task076.json,"[('SE1', 'SE7', 'SE4', 'SE7'), ('SE1', 'SE7', 'SE7', 'SE4'), ('SE4', 'SE7', 'SE1', 'SE7'), ('SE4', 'SE7', 'SE4', 'SE7'), ('SE4', 'SE7', 'SE7', 'SE1'), ('SE4', 'SE7', 'SE7', 'SE4'), ('SE7', 'SE1', 'SE4', 'SE7'), ('SE7', 'SE1', 'SE7', 'SE4'), ('SE7', 'SE4', 'SE1', 'SE7'), ('SE7', 'SE4', 'SE4', 'SE7'), ('SE7', 'SE4', 'SE7', 'SE1'), ('SE7', 'SE4', 'SE7', 'SE4')]",0.6908745765686035
Task043.json,"[('SE1', 'SE2', 'SE8', 'SE2'), ('SE1', 'SE2', 'SE8', 'SE3'), ('SE1', 'SE3', 'SE8', 'SE2'), ('SE1', 'SE3', 'SE8', 'SE3'), ('SE1', 'SE8', 'SE2', 'SE2'), ('SE1', 'SE8', 'SE2', 'SE3'), ('SE1', 'SE8', 'SE3', 'SE2'), ('SE1', 'SE8', 'SE3', 'SE3'), ('SE2', 'SE1', 'SE8', 'SE2'), ('SE2', 'SE1', 'SE8', 'SE3'), ('SE2', 'SE2', 'SE8', 'SE1'), ('SE2', 'SE3', 'SE8', 'SE1'), ('SE2', 'SE8', 'SE1', 'SE2'), ('SE2', 'SE8', 'SE1', 'SE3'), ('SE2', 'SE8', 'SE2', 'SE1'), ('SE2', 'SE8', 'SE3', 'SE1'), ('SE3', 'SE1', 'SE8', 'SE2'), ('SE3', 'SE1', 'SE8', 'SE3'), ('SE3', 'SE2', 'SE8', 'SE1'), ('SE3', 'SE3', 'SE8', 'SE1'), ('SE3', 'SE8', 'SE1', 'SE2'), ('SE3', 'SE8', 'SE1', 'SE3'), ('SE3', 'SE8', 'SE2', 'SE1'), ('SE3', 'SE8', 'SE3', 'SE1')]",0.708092451095581
Task035.json,"[('SE5', 'SE1', 'SE8', 'SE2'), ('SE5', 'SE1', 'SE8', 'SE3'), ('SE5', 'SE2', 'SE8', 'SE1'), ('SE5', 'SE2', 'SE8', 'SE4'), ('SE5', 'SE3', 'SE8', 'SE1'), ('SE5', 'SE3', 'SE8', 'SE4'), ('SE5', 'SE4', 'SE8', 'SE2'), ('SE5', 'SE4', 'SE8', 'SE3'), ('SE5', 'SE8', 'SE1', 'SE2'), ('SE5', 'SE8', 'SE1', 'SE3'), ('SE5', 'SE8', 'SE2', 'SE1'), ('SE5', 'SE8', 'SE2', 'SE4'), ('SE5', 'SE8', 'SE3', 'SE1'), ('SE5', 'SE8', 'SE3', 'SE4'), ('SE5', 'SE8', 'SE4', 'SE2'), ('SE5', 'SE8', 'SE4', 'SE3')]",0.7522635459899902
Task086.json,"[('SE1', 'SE1', 'SE5', 'SE7'), ('SE1', 'SE4', 'SE5', 'SE7'), ('SE1', 'SE5', 'SE1', 'SE7'), ('SE1', 'SE5', 'SE4', 'SE7'), ('SE4', 'SE1', 'SE5', 'SE7'), ('SE4', 'SE4', 'SE5', 'SE7'), ('SE4', 'SE5', 'SE1', 'SE7'), ('SE4', 'SE5', 'SE4', 'SE7'), ('SE7', 'SE1', 'SE5', 'SE1'), ('SE7', 'SE1', 'SE5', 'SE4'), ('SE7', 'SE4', 'SE5', 'SE1'), ('SE7', 'SE4', 'SE5', 'SE4'), ('SE7', 'SE5', 'SE1', 'SE1'), ('SE7', 'SE5', 'SE1', 'SE4'), ('SE7', 'SE5', 'SE4', 'SE1'), ('SE7', 'SE5', 'SE4', 'SE4')]",0.7801003456115723
Task046.json,"[('SE1', 'SE7', 'SE8', 'SE7'), ('SE4', 'SE7', 'SE8', 'SE7'), ('SE7', 'SE1', 'SE8', 'SE7'), ('SE7', 'SE4', 'SE8', 'SE7'), ('SE7', 'SE8', 'SE1', 'SE7'), ('SE7', 'SE8', 'SE4', 'SE7'), ('SE7', 'SE8', 'SE7', 'SE1'), ('SE7', 'SE8', 'SE7', 'SE4')]",0.7585821151733398
Task011.json,"[('SE1', 'SE1', 'SE5', 'SE2'), ('SE1', 'SE1', 'SE5', 'SE3'), ('SE1', 'SE2', 'SE5', 'SE1'), ('SE1', 'SE2', 'SE5', 'SE5'), ('SE1', 'SE3', 'SE5', 'SE1'), ('SE1', 'SE3', 'SE5', 'SE5'), ('SE1', 'SE5', 'SE1', 'SE2'), ('SE1', 'SE5', 'SE1', 'SE3'), ('SE1', 'SE5', 'SE2', 'SE1'), ('SE1', 'SE5', 'SE3', 'SE1'), ('SE2', 'SE1', 'SE5', 'SE1'), ('SE2', 'SE1', 'SE5', 'SE5'), ('SE2', 'SE5', 'SE1', 'SE1'), ('SE3', 'SE1', 'SE5', 'SE1'), ('SE3', 'SE1', 'SE5', 'SE5'), ('SE3', 'SE5', 'SE1', 'SE1'), ('SE5', 'SE5', 'SE1', 'SE2'), ('SE5', 'SE5', 'SE1', 'SE3'), ('SE5', 'SE5', 'SE2', 'SE1'), ('SE5', 'SE5', 'SE3', 'SE1')]",0.7443311214447021
Task014.json,"[('SE1', 'SE2', 'SE6', 'SE8'), ('SE1', 'SE3', 'SE6', 'SE8'), ('SE1', 'SE6', 'SE2', 'SE8'), ('SE1', 'SE6', 'SE3', 'SE8'), ('SE2', 'SE1', 'SE6', 'SE8'), ('SE2', 'SE4', 'SE6', 'SE8'), ('SE2', 'SE6', 'SE1', 'SE8'), ('SE2', 'SE6', 'SE4', 'SE8'), ('SE3', 'SE1', 'SE6', 'SE8'), ('SE3', 'SE4', 'SE6', 'SE8'), ('SE3', 'SE6', 'SE1', 'SE8'), ('SE3', 'SE6', 'SE4', 'SE8'), ('SE4', 'SE2', 'SE6', 'SE8'), ('SE4', 'SE3', 'SE6', 'SE8'), ('SE4', 'SE6', 'SE2', 'SE8'), ('SE4', 'SE6', 'SE3', 'SE8'), ('SE8', 'SE1', 'SE6', 'SE2'), ('SE8', 'SE1', 'SE6', 'SE3'), ('SE8', 'SE2', 'SE6', 'SE1'), ('SE8', 'SE2', 'SE6', 'SE4'), ('SE8', 'SE3', 'SE6', 'SE1'), ('SE8', 'SE3', 'SE6', 'SE4'), ('SE8', 'SE4', 'SE6', 'SE2'), ('SE8', 'SE4', 'SE6', 'SE3'), ('SE8', 'SE6', 'SE1', 'SE2'), ('SE8', 'SE6', 'SE1', 'SE3'), ('SE8', 'SE6', 'SE2', 'SE1'), ('SE8', 'SE6', 'SE2', 'SE4'), ('SE8', 'SE6', 'SE3', 'SE1'), ('SE8', 'SE6', 'SE3', 'SE4'), ('SE8', 'SE6', 'SE4', 'SE2'), ('SE8', 'SE6', 'SE4', 'SE3')]",0.715801477432251
Task072.json,"[('SE1', 'SE2', 'SE7', 'SE5'), ('SE1', 'SE3', 'SE7', 'SE5'), ('SE1', 'SE7', 'SE2', 'SE5'), ('SE1', 'SE7', 'SE3', 'SE5'), ('SE2', 'SE1', 'SE7', 'SE5'), ('SE2', 'SE4', 'SE7', 'SE5'), ('SE2', 'SE7', 'SE1', 'SE5'), ('SE2', 'SE7', 'SE4', 'SE5'), ('SE3', 'SE1', 'SE7', 'SE5'), ('SE3', 'SE4', 'SE7', 'SE5'), ('SE3', 'SE7', 'SE1', 'SE5'), ('SE3', 'SE7', 'SE4', 'SE5'), ('SE4', 'SE2', 'SE7', 'SE5'), ('SE4', 'SE3', 'SE7', 'SE5'), ('SE4', 'SE7', 'SE2', 'SE5'), ('SE4', 'SE7', 'SE3', 'SE5'), ('SE5', 'SE1', 'SE7', 'SE2'), ('SE5', 'SE1', 'SE7', 'SE3'), ('SE5', 'SE2', 'SE7', 'SE1'), ('SE5', 'SE2', 'SE7', 'SE4'), ('SE5', 'SE3', 'SE7', 'SE1'), ('SE5', 'SE3', 'SE7', 'SE4'), ('SE5', 'SE4', 'SE7', 'SE2'), ('SE5', 'SE4', 'SE7', 'SE3'), ('SE5', 'SE7', 'SE1', 'SE2'), ('SE5', 'SE7', 'SE1', 'SE3'), ('SE5', 'SE7', 'SE2', 'SE1'), ('SE5', 'SE7', 'SE2', 'SE4'), ('SE5', 'SE7', 'SE3', 'SE1'), ('SE5', 'SE7', 'SE3', 'SE4'), ('SE5', 'SE7', 'SE4', 'SE2'), ('SE5', 'SE7', 'SE4', 'SE3')]",0.747124195098877
Task065.json,"[('SE1', 'SE2', 'SE8', 'SE7'), ('SE1', 'SE3', 'SE8', 'SE7'), ('SE1', 'SE8', 'SE2', 'SE7'), ('SE1', 'SE8', 'SE3', 'SE7'), ('SE2', 'SE1', 'SE8', 'SE7'), ('SE2', 'SE8', 'SE1', 'SE7'), ('SE3', 'SE1', 'SE8', 'SE7'), ('SE3', 'SE8', 'SE1', 'SE7'), ('SE7', 'SE1', 'SE8', 'SE2'), ('SE7', 'SE1', 'SE8', 'SE3'), ('SE7', 'SE2', 'SE8', 'SE1'), ('SE7', 'SE3', 'SE8', 'SE1'), ('SE7', 'SE8', 'SE1', 'SE2'), ('SE7', 'SE8', 'SE1', 'SE3'), ('SE7', 'SE8', 'SE2', 'SE1'), ('SE7', 'SE8', 'SE3', 'SE1')]",0.708909273147583
Task017.json,"[('SE6', 'SE7', 'SE8', 'SE5'), ('SE6', 'SE8', 'SE7', 'SE5')]",0.7011196613311768
Task012.json,"[('SE1', 'SE2', 'SE7', 'SE7'), ('SE1', 'SE3', 'SE7', 'SE7'), ('SE2', 'SE1', 'SE7', 'SE7'), ('SE3', 'SE1', 'SE7', 'SE7'), ('SE7', 'SE7', 'SE1', 'SE2'), ('SE7', 'SE7', 'SE1', 'SE3'), ('SE7', 'SE7', 'SE2', 'SE1'), ('SE7', 'SE7', 'SE3', 'SE1')]",0.6987113952636719
